unique_id,current_job,data_career_switch,current_salary_usd,industry_1,programming_language_clean,satisfaction_salary,satisfaction_work_life_balance,satisfaction_coworkers,satisfaction_management,satisfaction_upward_mobility,satisfaction_learning,difficulty_getting_to_data,new_job_requirements,gender,age,country,ethnicity,min_salary,max_salary,avg_salary
62a341a1f3072dd8926229a5,Student/Looking/None,Yes,0-40k,"Other (Please Specify):Not working at the moment, but previously I have been into Education industry",SQL,0,0,0,0,0,7,Very Easy,Other (Please Specify):I would say a combination of good work/life balance with a better pay and the exposure to a workplace that supposed growth,Male,30,Other (Please Specify):South Africa,"Other (Please Specify):Black African, Zimbabwean Citizen",0,40,20
62a341b0f8f7561645852d1d,Data Analyst,Yes,66k-85k,Tech,Python,6,6,6,6,5,6,Difficult,Other (Please Specify):Currently very happy with where I am.,Female,24,United States,Hispanic or Latino,66,85,108
62a341e8f8d5efcc22f7d002,Other (Please Specify):Business Analyst ,No,41k-65k,Other (Please Specify):Third Party Logistics ,C/C++,3,6,7,7,0,3,Very Difficult,Better Salary,Male,29,United States,White or Caucasian,41,65,73
62a34210cf25554317300c02,Data Analyst,No,0-40k,Tech,Python,4,9,10,9,9,10,Easy,Better Salary,Male,29,Other (Please Specify):Colombia,Hispanic or Latino,0,40,20
62a3424eb4da29969c62eedd,Other (Please Specify):Business Analyst,Yes,41k-65k,Automotive,Python,6,8,8,7,9,7,Neither easy nor difficult,Good Work/Life Balance,Male,38,Other (Please Specify):Germany,White or Caucasian,41,65,73
62a34256bae91e4b8b82f16d,Data Analyst,Yes,0-40k,Finance,Other:I don’t know any,3,5,4,3,3,3,Difficult,Good Work/Life Balance,Male,31,Other (Please Specify):Bulgaria,White or Caucasian,0,40,20
62a3426cf408bae018ed409b,Student/Looking/None,No,0-40k,Tech,Python,1,4,5,5,1,1,Difficult,Better Salary,Male,25,United States,White or Caucasian,0,40,20
62a34272f8d5efcc22f7d15f,Data Analyst,No,66k-85k,Telecommunication,Python,4,6,4,5,4,4,Neither easy nor difficult,Better Salary,Male,24,United States,White or Caucasian,66,85,108
62a34340bc6861bf3176d05b,Other (Please Specify):Business Intelligence Consultant,Yes,41k-65k,Tech,Python,6,7,4,3,9,8,Difficult,Better Salary,Male,28,Other (Please Specify):Turkey,White or Caucasian,41,65,73
62a34383b4da29969c62f1be,Student/Looking/None,No,0-40k,Tech,Python,7,5,8,0,0,0,Neither easy nor difficult,Good Culture,Female,23,India,Asian or Asian American,0,40,20
62a34389cec54911e9ca5a22,Data Engineer,No,0-40k,Tech,R,2,3,2,5,5,7,Neither easy nor difficult,Remote Work,Male,21,Other (Please Specify):Spain,Hispanic or Latino,0,40,20
62a343a22e54c9003e532a2a,Data Analyst,No,0-40k,Other (Please Specify):Energy,Python,4,4,4,4,5,6,Neither easy nor difficult,Remote Work,Male,29,Other (Please Specify):France,Other (Please Specify):Human,0,40,20
62a343d9f3072dd892622fe4,Data Analyst,Yes,41k-65k,Tech,Python,5,6,7,7,7,6,Difficult,Better Salary,Male,25,United States,Asian or Asian American,41,65,73
62a34400d8c00e9f5419dc2b,Data Analyst,No,41k-65k,Tech,Python,6,6,6,6,3,5,Difficult,Good Culture,Male,27,Other (Please Specify):Germany,Black or African American,41,65,73
62a34425f8d5efcc22f7d525,Data Analyst,Yes,41k-65k,Tech,Python,3,9,10,8,9,9,Easy,Better Salary,Male,23,India,Asian or Asian American,41,65,73
62a34449575fa3a5ae88b637,Other (Please Specify):Sr. Supply Chain Analyst ,No,86k-105k,Other (Please Specify):Food & Beverage ,R,4,3,3,5,5,5,Difficult,Better Salary,Male,32,United States,Asian or Asian American,86,105,138
62a3445dcf255543173011e1,Student/Looking/None,Yes,106k-125k,Healthcare,Python,5,5,7,5,7,7,Neither easy nor difficult,Remote Work,Male,22,India,Asian or Asian American,106,125,168
62a3447a575fa3a5ae88b6c0,Data Analyst,No,0-40k,Tech,Python,2,9,9,8,6,2,Easy,Better Salary,Male,25,Other (Please Specify):Thailand,Asian or Asian American,0,40,20
62a3449f7dc029e2d66bf5d1,Data Analyst,Yes,0-40k,Telecommunication,Python,2,8,6,6,5,5,Neither easy nor difficult,Remote Work,Female,36,Other (Please Specify):Germany,White or Caucasian,0,40,20
62a344c5f408bae018ed4806,Data Analyst,Yes,106k-125k,Tech,SQL,10,6,9,5,8,7,Easy,Good Work/Life Balance,Female,27,United States,White or Caucasian,106,125,168
62a344c6f8d5efcc22f7d6e1,Other (Please Specify):Business analyst ,Yes,0-40k,Tech,Python,5,5,5,5,5,1,Neither easy nor difficult,Other (Please Specify):My passion is to become a Data analyst ,Male,23,India,Asian or Asian American,0,40,20
62a344e1f3072dd892623328,Student/Looking/None,Yes,0-40k,Tech,SQL,2,3,3,3,3,6,Very Difficult,Better Salary,Male,26,Other (Please Specify):Netherlands,Black or African American,0,40,20
62a3450424a262602738357f,Other (Please Specify):Director of Data Analytics,No,86k-105k,Healthcare,Python,9,10,10,10,10,10,Very Easy,Good Work/Life Balance,Female,33,United States,Hispanic or Latino,86,105,138
62a3452818134ddc75ce9e1b,Data Analyst,Yes,106k-125k,Automotive,Python,3,5,3,3,5,5,Easy,Better Salary,Male,27,Other (Please Specify):Turkey,White or Caucasian,106,125,168
62a345490a77c1a77f65cc5b,Data Analyst,Yes,41k-65k,Education,R,3,6,5,4,3,4,Neither easy nor difficult,Better Salary,Male,42,United States,White or Caucasian,41,65,73
62a3455bbc6861bf3176d57a,Data Analyst,Yes,0-40k,Tech,Python,6,7,8,7,7,8,Easy,Good Work/Life Balance,Male,29,Other (Please Specify):Spain,White or Caucasian,0,40,20
62a3457bf8d5efcc22f7da17,Data Analyst,No,125k-150k,Tech,Python,4,7,6,4,2,4,Easy,Better Salary,Female,27,United States,Asian or Asian American,125,150,200
62a345b2bae91e4b8b82fad6,Student/Looking/None,No,41k-65k,Healthcare,Python,0,10,10,10,4,2,Neither easy nor difficult,Remote Work,Female,39,United States,Hispanic or Latino,41,65,73
62a345c47dc029e2d66bf80a,Data Analyst,Yes,41k-65k,Telecommunication,Python,6,6,7,5,6,7,Difficult,Good Culture,Male,31,Other (Please Specify):Denmark,White or Caucasian,41,65,73
62a345e25d257a28a30d8b43,Data Analyst,Yes,66k-85k,Other (Please Specify):Marketing,Python,7,7,5,9,7,8,Easy,Good Work/Life Balance,Male,29,Other (Please Specify):Brazil,Hispanic or Latino,66,85,108
62a34646f8d5efcc22f7dc5c,Data Analyst,Yes,66k-85k,Education,R,7,7,7,7,4,7,Easy,Remote Work,Male,31,United States,White or Caucasian,66,85,108
62a34687f408bae018ed4c52,Data Analyst,Yes,0-40k,Finance,Python,10,9,9,10,9,10,Neither easy nor difficult,Good Culture,Male,30,Other (Please Specify):Mexico,Hispanic or Latino,0,40,20
62a346a37dc029e2d66bfa6d,Data Engineer,Yes,0-40k,Tech,Python,7,8,6,5,5,9,Difficult,Better Salary,Male,33,Other (Please Specify):Mexico,Hispanic or Latino,0,40,20
62a346a95d257a28a30d8cb9,Data Analyst,No,66k-85k,Retail,Python,7,8,9,7,7,7,Neither easy nor difficult,Better Salary,Male,25,United States,White or Caucasian,66,85,108
62a346b4bc6861bf3176d7ce,Student/Looking/None,No,0-40k,Tech,R,0,0,0,0,0,0,Neither easy nor difficult,Good Work/Life Balance,Male,23,India,Other (Please Specify):Indian,0,40,20
62a346cef8f756164585385b,Data Analyst,Yes,41k-65k,Other (Please Specify):Advertising,Other:Dont require,4,4,3,3,5,6,Very Difficult,Better Salary,Male,33,United States,Asian or Asian American,41,65,73
62a346d724a2626027383abd,Other (Please Specify):Business Analyst,Yes,66k-85k,Other (Please Specify):Logistics,Python,7,9,9,8,8,9,Neither easy nor difficult,Good Work/Life Balance,Male,35,Other (Please Specify):Chile,Hispanic or Latino,66,85,108
62a346d90a77c1a77f65d08d,Data Analyst,No,41k-65k,Other (Please Specify):Staffing and Recruting ,Python,6,8,5,0,6,9,Neither easy nor difficult,Remote Work,Female,42,Other (Please Specify):Greece,White or Caucasian,41,65,73
62a34726f8d5efcc22f7dec7,Data Analyst,No,66k-85k,Tech,Python,3,4,2,1,0,4,Neither easy nor difficult,Better Salary,Male,25,United States,White or Caucasian,66,85,108
62a3476c5d257a28a30d8e6d,Data Analyst,No,86k-105k,Automotive,Python,5,4,5,4,3,6,Neither easy nor difficult,"Other (Please Specify):Different job title, either product owner or consulting",Male,23,United States,White or Caucasian,86,105,138
62a347b4f8f7561645853a98,Other (Please Specify):Learning Management Specialist,No,41k-65k,Healthcare,JavaScript,2,4,6,5,3,4,Easy,Better Salary,Female,51,United States,Black or African American,41,65,73
62a347f6b4da29969c62fb79,Data Analyst,No,0-40k,Telecommunication,Other,1,4,4,3,2,6,Very Difficult,Better Salary,Male,30,United Kingdom,Black or African American,0,40,20
62a3483018134ddc75cea4e6,Data Analyst,Yes,41k-65k,Finance,Python,8,9,9,9,9,8,Very Difficult,Better Salary,Male,23,India,Asian or Asian American,41,65,73
62a348650f8c8599d5af2b77,Other (Please Specify):Research Analyst,Yes,41k-65k,Other (Please Specify):Advertising,R,3,5,5,6,3,4,Neither easy nor difficult,Better Salary,Male,24,Canada,Asian or Asian American,41,65,73
62a3489318134ddc75cea659,Student/Looking/None,Yes,41k-65k,Tech,Python,6,6,6,6,6,6,Easy,Good Culture,Male,25,Other (Please Specify):Australia,Asian or Asian American,41,65,73
62a348bf2e54c9003e533634,Data Analyst,Yes,41k-65k,Finance,Python,4,4,6,4,5,6,Difficult,Better Salary,Female,55,United States,Other (Please Specify):Race isn't a thing,41,65,73
62a348c2f3072dd892623c10,Data Analyst,No,86k-105k,Other (Please Specify):Biotech,R,8,10,8,7,8,10,Very Easy,Remote Work,Female,30,United States,White or Caucasian,86,105,138
62a348f2f8d5efcc22f7e2ba,Data Analyst,Yes,41k-65k,Other (Please Specify):Consulting,Python,9,9,9,9,7,4,Difficult,Better Salary,Male,25,Canada,Asian or Asian American,41,65,73
62a349160a77c1a77f65d4db,Data Analyst,Yes,66k-85k,Other (Please Specify):Consumer Elec,Python,6,9,7,6,7,7,Neither easy nor difficult,Better Salary,Male,28,United States,White or Caucasian,66,85,108
62aaa86bbae91e4b8b8dc832,Student/Looking/None,No,0-40k,Tech,Python,0,0,0,0,0,0,Difficult,Remote Work,Female,20,India,Asian or Asian American,0,40,20
62a3493fb4da29969c62fe63,Other (Please Specify):Insights analyst,Yes,41k-65k,Other (Please Specify):Consulting,Python,8,8,9,9,10,10,Very Easy,Better Salary,Male,34,United Kingdom,White or Caucasian,41,65,73
62a3496e575fa3a5ae88c4e6,Data Analyst,Yes,0-40k,Tech,Python,8,10,9,9,10,8,Neither easy nor difficult,Better Salary,Female,28,Other (Please Specify):Costa Rica,Hispanic or Latino,0,40,20
62a3498e575fa3a5ae88c554,Student/Looking/None,No,0-40k,Manufacturing,Other,7,9,7,8,8,10,Neither easy nor difficult,Better Salary,Male,24,Other (Please Specify):Vietnam,Asian or Asian American,0,40,20
62a34991b4da29969c62ff4b,Student/Looking/None,Yes,0-40k,Healthcare,Python,3,7,7,7,1,2,Difficult,Better Salary,Male,31,United States,Black or African American,0,40,20
62a349bbf8f756164585400d,Data Analyst,Yes,41k-65k,"Other (Please Specify):Supply Chain - warehousing, transpiration and ",SQL,3,6,6,6,4,4,Easy,Better Salary,Male,25,Canada,Asian or Asian American,41,65,73
62a349c7cec54911e9ca67c7,Data Analyst,Yes,106k-125k,Finance,Python,5,1,4,3,3,4,Easy,Better Salary,Female,38,United States,White or Caucasian,106,125,168
62a349d5d8c00e9f5419ead2,Data Analyst,No,41k-65k,Finance,Python,5,5,5,5,4,5,Neither easy nor difficult,Good Culture,Male,30,Other (Please Specify):Netherlands,Hispanic or Latino,41,65,73
62a349e6b4da29969c63000c,Data Analyst,Yes,0-40k,Tech,C/C++,0,0,0,2,2,5,Neither easy nor difficult,Good Work/Life Balance,Male,25,India,Asian or Asian American,0,40,20
62a34a03cec54911e9ca6869,Data Analyst,Yes,0-40k,Tech,Python,1,2,1,5,6,6,Neither easy nor difficult,Better Salary,Female,29,Other (Please Specify):Nigeria ,Black or African American,0,40,20
62a34ab15d257a28a30d9589,Data Scientist,Yes,150k-225k,Finance,Python,7,5,3,6,4,4,Difficult,Good Work/Life Balance,Male,21,Other (Please Specify):Portugal,White or Caucasian,150,225,262
62a34abc0f8c8599d5af31c5,Data Analyst,Yes,66k-85k,Other (Please Specify):Distribution,SQL,5,8,8,7,6,7,Very Easy,Remote Work,Female,39,United States,Asian or Asian American,66,85,108
62a34b07cec54911e9ca6b6e,Student/Looking/None,No,0-40k,Other (Please Specify),Python,0,0,0,0,0,5,Neither easy nor difficult,Better Salary,Male,25,Other (Please Specify):turkey,White or Caucasian,0,40,20
62a34b0eb4da29969c6302ce,Other (Please Specify):Does a social media analyst count?,Yes,86k-105k,Finance,Other:I don't use programming in my role,7,9,10,6,4,4,Neither easy nor difficult,Other (Please Specify):Opportunity for advancement ,Female,42,United States,Hispanic or Latino,86,105,138
62a34b1b0f8c8599d5af328b,Data Analyst,No,41k-65k,Tech,R,10,8,9,10,10,10,Easy,Better Salary,Male,25,United States,White or Caucasian,41,65,73
62a34b5b5d257a28a30d96a6,Data Scientist,No,86k-105k,Finance,Python,8,7,6,6,5,9,Neither easy nor difficult,Better Salary,Male,22,United States,White or Caucasian,86,105,138
62a34b7ebae91e4b8b83076c,Data Analyst,No,0-40k,Other (Please Specify):Customer Service,Python,1,4,4,3,0,5,Easy,Better Salary,Male,23,Other (Please Specify):Colombia,Hispanic or Latino,0,40,20
62a34b99cec54911e9ca6e14,Data Engineer,Yes,41k-65k,Other (Please Specify):Ecom,JavaScript,6,6,6,6,6,6,Difficult,Good Culture,Male,25,Other (Please Specify):Egypt,Other (Please Specify):Middleeas,41,65,73
62a34bb0f3072dd892624210,Data Engineer,Yes,66k-85k,Other (Please Specify):Consulti,Python,5,7,7,6,6,7,Neither easy nor difficult,Better Salary,Male,45,Canada,White or Caucasian,66,85,108
62a34bd0cf2555431730208b,Data Analyst,Yes,66k-85k,Healthcare,SQL,7,3,8,6,8,8,Easy,Good Work/Life Balance,Male,24,United States,White or Caucasian,66,85,108
62a34bd4f408bae018ed57bd,Student/Looking/None,No,0-40k,Other (Please Specify):State Government,R,1,9,6,0,0,0,Difficult,Better Salary,Male,25,United States,Black or African American,0,40,20
62a34c66b4da29969c6305af,Data Analyst,Yes,66k-85k,Other (Please Specify):Marketing,Python,9,8,9,9,8,8,Difficult,Good Work/Life Balance,Male,26,United States,White or Caucasian,66,85,108
62a34d1ff8f756164585465c,Data Analyst,No,41k-65k,Tech,R,4,7,8,8,5,7,Easy,Better Salary,Male,23,Canada,Asian or Asian American,41,65,73
62a34d4118134ddc75ceb0ed,Student/Looking/None,Yes,0-40k,Other (Please Specify):Culture,Python,1,1,1,0,0,3,Difficult,Remote Work,Female,42,United Kingdom,White or Caucasian,0,40,20
62a34da0f408bae018ed5abd,Other (Please Specify):Educator,Yes,41k-65k,Education,Other:unknown,0,0,2,0,0,0,Very Difficult,Good Work/Life Balance,Female,42,United States,Black or African American,41,65,73
62a34dbb5d257a28a30d9a61,Other (Please Specify):Business Analyst,No,0-40k,Tech,Python,0,6,5,5,3,1,Neither easy nor difficult,Better Salary,Male,25,India,Asian or Asian American,0,40,20
62a34e00f8f7561645854954,Data Analyst,Yes,86k-105k,Tech,R,8,10,10,10,2,7,Easy,Remote Work,Male,38,United States,White or Caucasian,86,105,138
62a34e082e54c9003e534118,Other (Please Specify):Business Intelligence Engineer,No,0-40k,Tech,Python,5,6,6,6,6,4,Easy,Better Salary,Male,24,Other (Please Specify):Costa Rica,Hispanic or Latino,0,40,20
62a34eb7bc6861bf3176e6d8,Data Analyst,Yes,66k-85k,Education,R,7,10,10,10,8,10,Neither easy nor difficult,Good Work/Life Balance,Male,28,United States,White or Caucasian,66,85,108
62a34f2af8f7561645854c1c,Data Analyst,No,41k-65k,Healthcare,Python,1,2,8,7,0,0,Difficult,Better Salary,Male,21,United States,Asian or Asian American,41,65,73
62a34f3bf408bae018ed5e42,Data Analyst,Yes,106k-125k,Healthcare,R,10,10,10,10,10,10,Very Easy,Good Culture,Male,39,United States,White or Caucasian,106,125,168
62a34fa418134ddc75ceb509,Data Analyst,Yes,0-40k,Tech,Python,4,5,5,5,6,8,Difficult,Good Work/Life Balance,Male,23,Other (Please Specify):Pakistan,Asian or Asian American,0,40,20
62a34fbacec54911e9ca776f,Data Analyst,No,0-40k,Other (Please Specify):Government,R,1,6,4,3,5,6,Neither easy nor difficult,Good Work/Life Balance,Female,23,Other (Please Specify):Australia,White or Caucasian,0,40,20
62a34fc3f3072dd892624a45,Data Analyst,Yes,66k-85k,Other (Please Specify):Distribution,R,8,9,8,7,7,8,Neither easy nor difficult,Good Work/Life Balance,Male,30,United States,White or Caucasian,66,85,108
62a34ff1f408bae018ed601d,Data Analyst,No,41k-65k,Manufacturing,Python,2,6,2,3,2,2,Easy,Better Salary,Male,26,Other (Please Specify):Ireland ,White or Caucasian,41,65,73
